text,label
the lentil soup was not as described,Food Complaint
the food was overpriced for the quality,Food Complaint
the bean burger was not fresh,Food Complaint
the chicken tikka masala was cold and tasteless,Food Complaint
I found a hair in my roast turkey,Food Complaint
the dish took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the dish was undercooked,Food Complaint
I want to complain about the dish,Food Complaint
the bean burger was not as described,Food Complaint
the pizza was overpriced for the quality,Food Complaint
the food was not fresh,Food Complaint
the pizza was cold and tasteless,Food Complaint
I found a hair in my food,Food Complaint
the lentil soup took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the lentil soup was undercooked,Food Complaint
I want to complain about the meal,Food Complaint
the roast turkey was not as described,Food Complaint
the roast turkey was overpriced for the quality,Food Complaint
the lentil soup was not fresh,Food Complaint
the meal was cold and tasteless,Food Complaint
I found a hair in my meal,Food Complaint
the meal took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the lentil soup was undercooked,Food Complaint
I want to complain about the meal,Food Complaint
the food was not as described,Food Complaint
the pizza was overpriced for the quality,Food Complaint
the lentil soup was not fresh,Food Complaint
the lentil soup was cold and tasteless,Food Complaint
I found a hair in my meal,Food Complaint
the bean burger took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the pizza was undercooked,Food Complaint
I want to complain about the chicken tikka masala,Food Complaint
the lentil soup was not as described,Food Complaint
the food was overpriced for the quality,Food Complaint
the roast turkey was not fresh,Food Complaint
the lentil soup was cold and tasteless,Food Complaint
I found a hair in my pizza,Food Complaint
the lentil soup took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the roast turkey was undercooked,Food Complaint
I want to complain about the pizza,Food Complaint
the meal was not as described,Food Complaint
the meal was overpriced for the quality,Food Complaint
the dish was not fresh,Food Complaint
the chicken tikka masala was cold and tasteless,Food Complaint
I found a hair in my roast turkey,Food Complaint
the roast turkey took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the bean burger was undercooked,Food Complaint
I want to complain about the lentil soup,Food Complaint
the chicken tikka masala was not as described,Food Complaint
the dish was overpriced for the quality,Food Complaint
the food was not fresh,Food Complaint
the food was cold and tasteless,Food Complaint
I found a hair in my chicken tikka masala,Food Complaint
the bean burger took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the lentil soup was undercooked,Food Complaint
I want to complain about the roast turkey,Food Complaint
the food was not as described,Food Complaint
the meal was overpriced for the quality,Food Complaint
the food was not fresh,Food Complaint
the dish was cold and tasteless,Food Complaint
I found a hair in my pizza,Food Complaint
the lentil soup took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the meal was undercooked,Food Complaint
I want to complain about the chicken tikka masala,Food Complaint
the meal was not as described,Food Complaint
the meal was overpriced for the quality,Food Complaint
the lentil soup was not fresh,Food Complaint
the pizza was cold and tasteless,Food Complaint
I found a hair in my chicken tikka masala,Food Complaint
the dish took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the pizza was undercooked,Food Complaint
I want to complain about the food,Food Complaint
the chicken tikka masala was not as described,Food Complaint
the bean burger was overpriced for the quality,Food Complaint
the bean burger was not fresh,Food Complaint
the lentil soup was cold and tasteless,Food Complaint
I found a hair in my dish,Food Complaint
the food took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the food was undercooked,Food Complaint
I want to complain about the pizza,Food Complaint
the chicken tikka masala was not as described,Food Complaint
the chicken tikka masala was overpriced for the quality,Food Complaint
the chicken tikka masala was not fresh,Food Complaint
the roast turkey was cold and tasteless,Food Complaint
I found a hair in my lentil soup,Food Complaint
the pizza took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the bean burger was undercooked,Food Complaint
I want to complain about the dish,Food Complaint
the pizza was not as described,Food Complaint
the roast turkey was overpriced for the quality,Food Complaint
the bean burger was not fresh,Food Complaint
the dish was cold and tasteless,Food Complaint
I found a hair in my roast turkey,Food Complaint
the bean burger took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the chicken tikka masala was undercooked,Food Complaint
I want to complain about the meal,Food Complaint
the roast turkey was not as described,Food Complaint
the food was overpriced for the quality,Food Complaint
the bean burger was not fresh,Food Complaint
the chicken tikka masala was cold and tasteless,Food Complaint
I found a hair in my lentil soup,Food Complaint
the chicken tikka masala took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the food was undercooked,Food Complaint
I want to complain about the bean burger,Food Complaint
the chicken tikka masala was not as described,Food Complaint
the food was overpriced for the quality,Food Complaint
the bean burger was not fresh,Food Complaint
the lentil soup was cold and tasteless,Food Complaint
I found a hair in my meal,Food Complaint
the chicken tikka masala took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the bean burger was undercooked,Food Complaint
I want to complain about the meal,Food Complaint
the dish was not as described,Food Complaint
the roast turkey was overpriced for the quality,Food Complaint
the food was not fresh,Food Complaint
the food was cold and tasteless,Food Complaint
I found a hair in my dish,Food Complaint
the dish took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the food was undercooked,Food Complaint
I want to complain about the dish,Food Complaint
the dish was not as described,Food Complaint
the pizza was overpriced for the quality,Food Complaint
the pizza was not fresh,Food Complaint
the lentil soup was cold and tasteless,Food Complaint
I found a hair in my dish,Food Complaint
the chicken tikka masala took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the bean burger was undercooked,Food Complaint
I want to complain about the pizza,Food Complaint
the pizza was not as described,Food Complaint
the lentil soup was overpriced for the quality,Food Complaint
the lentil soup was not fresh,Food Complaint
the dish was cold and tasteless,Food Complaint
I found a hair in my chicken tikka masala,Food Complaint
the lentil soup took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the dish was undercooked,Food Complaint
I want to complain about the pizza,Food Complaint
the food was not as described,Food Complaint
the bean burger was overpriced for the quality,Food Complaint
the dish was not fresh,Food Complaint
the meal was cold and tasteless,Food Complaint
I found a hair in my bean burger,Food Complaint
the meal took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the food was undercooked,Food Complaint
I want to complain about the bean burger,Food Complaint
the lentil soup was not as described,Food Complaint
the lentil soup was overpriced for the quality,Food Complaint
the bean burger was not fresh,Food Complaint
the meal was cold and tasteless,Food Complaint
I found a hair in my lentil soup,Food Complaint
the roast turkey took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the meal was undercooked,Food Complaint
I want to complain about the chicken tikka masala,Food Complaint
the chicken tikka masala was not as described,Food Complaint
the pizza was overpriced for the quality,Food Complaint
the dish was not fresh,Food Complaint
the bean burger was cold and tasteless,Food Complaint
I found a hair in my dish,Food Complaint
the dish took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the chicken tikka masala was undercooked,Food Complaint
I want to complain about the food,Food Complaint
the bean burger was not as described,Food Complaint
the dish was overpriced for the quality,Food Complaint
the meal was not fresh,Food Complaint
the bean burger was cold and tasteless,Food Complaint
I found a hair in my pizza,Food Complaint
the lentil soup took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the meal was undercooked,Food Complaint
I want to complain about the roast turkey,Food Complaint
the lentil soup was not as described,Food Complaint
the lentil soup was overpriced for the quality,Food Complaint
the meal was not fresh,Food Complaint
the pizza was cold and tasteless,Food Complaint
I found a hair in my food,Food Complaint
the bean burger took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the dish was undercooked,Food Complaint
I want to complain about the pizza,Food Complaint
the meal was not as described,Food Complaint
the pizza was overpriced for the quality,Food Complaint
the chicken tikka masala was not fresh,Food Complaint
the lentil soup was cold and tasteless,Food Complaint
I found a hair in my lentil soup,Food Complaint
the chicken tikka masala took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the roast turkey was undercooked,Food Complaint
I want to complain about the food,Food Complaint
the food was not as described,Food Complaint
the meal was overpriced for the quality,Food Complaint
the roast turkey was not fresh,Food Complaint
the dish was cold and tasteless,Food Complaint
I found a hair in my chicken tikka masala,Food Complaint
the lentil soup took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the chicken tikka masala was undercooked,Food Complaint
I want to complain about the meal,Food Complaint
the pizza was not as described,Food Complaint
the lentil soup was overpriced for the quality,Food Complaint
the pizza was not fresh,Food Complaint
the chicken tikka masala was cold and tasteless,Food Complaint
I found a hair in my meal,Food Complaint
the roast turkey took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the meal was undercooked,Food Complaint
I want to complain about the food,Food Complaint
the food was not as described,Food Complaint
the dish was overpriced for the quality,Food Complaint
the chicken tikka masala was not fresh,Food Complaint
the chicken tikka masala was cold and tasteless,Food Complaint
I found a hair in my chicken tikka masala,Food Complaint
the chicken tikka masala took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the dish was undercooked,Food Complaint
I want to complain about the roast turkey,Food Complaint
the roast turkey was not as described,Food Complaint
the food was overpriced for the quality,Food Complaint
the dish was not fresh,Food Complaint
the lentil soup was cold and tasteless,Food Complaint
I found a hair in my lentil soup,Food Complaint
the bean burger took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the pizza was undercooked,Food Complaint
I want to complain about the food,Food Complaint
the pizza was not as described,Food Complaint
the roast turkey was overpriced for the quality,Food Complaint
the lentil soup was not fresh,Food Complaint
the chicken tikka masala was cold and tasteless,Food Complaint
I found a hair in my chicken tikka masala,Food Complaint
the bean burger took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the meal was undercooked,Food Complaint
I want to complain about the meal,Food Complaint
the chicken tikka masala was not as described,Food Complaint
the food was overpriced for the quality,Food Complaint
the meal was not fresh,Food Complaint
the meal was cold and tasteless,Food Complaint
I found a hair in my roast turkey,Food Complaint
the dish took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the roast turkey was undercooked,Food Complaint
I want to complain about the dish,Food Complaint
the dish was not as described,Food Complaint
the chicken tikka masala was overpriced for the quality,Food Complaint
the dish was not fresh,Food Complaint
the meal was cold and tasteless,Food Complaint
I found a hair in my food,Food Complaint
the meal took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the dish was undercooked,Food Complaint
I want to complain about the lentil soup,Food Complaint
the pizza was not as described,Food Complaint
the dish was overpriced for the quality,Food Complaint
the meal was not fresh,Food Complaint
the bean burger was cold and tasteless,Food Complaint
I found a hair in my food,Food Complaint
the bean burger took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the lentil soup was undercooked,Food Complaint
I want to complain about the roast turkey,Food Complaint
the pizza was not as described,Food Complaint
the lentil soup was overpriced for the quality,Food Complaint
the pizza was not fresh,Food Complaint
the chicken tikka masala was cold and tasteless,Food Complaint
I found a hair in my roast turkey,Food Complaint
the roast turkey took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the bean burger was undercooked,Food Complaint
I want to complain about the lentil soup,Food Complaint
the roast turkey was not as described,Food Complaint
the chicken tikka masala was overpriced for the quality,Food Complaint
the roast turkey was not fresh,Food Complaint
the pizza was cold and tasteless,Food Complaint
I found a hair in my food,Food Complaint
the food took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the bean burger was undercooked,Food Complaint
I want to complain about the bean burger,Food Complaint
the roast turkey was not as described,Food Complaint
the dish was overpriced for the quality,Food Complaint
the meal was not fresh,Food Complaint
the roast turkey was cold and tasteless,Food Complaint
I found a hair in my dish,Food Complaint
the dish took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the pizza was undercooked,Food Complaint
I want to complain about the food,Food Complaint
the food was not as described,Food Complaint
the dish was overpriced for the quality,Food Complaint
the lentil soup was not fresh,Food Complaint
the meal was cold and tasteless,Food Complaint
I found a hair in my bean burger,Food Complaint
the meal took too long to arrive,Food Complaint
I was served the wrong dish,Food Complaint
the dish was undercooked,Food Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the charges are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the prices of my roast turkey were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the cost of my dish were too much,Price Complaint
the prices are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the charges are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the cost beforehand,Price Complaint
the cost of my lentil soup were too much,Price Complaint
the cost are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the price are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the prices of my roast turkey were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the prices are not justified for the quality,Price Complaint
I feel cheated by the cost,Price Complaint
the charges are not competitive,Price Complaint
I was not informed about the charges beforehand,Price Complaint
the costs of my chicken tikka masala were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the charges of my meal were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the charges beforehand,Price Complaint
the cost of my meal were too much,Price Complaint
the cost are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the prices are not competitive,Price Complaint
I was not informed about the cost beforehand,Price Complaint
the price of my chicken tikka masala were too much,Price Complaint
the cost are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the prices are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the price of my chicken tikka masala were too much,Price Complaint
the prices are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu prices do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the prices are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the cost of my lentil soup were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the charges are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the costs of my roast turkey were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the price of my lentil soup were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu prices do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the cost beforehand,Price Complaint
the costs of my pizza were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu cost do not match the bill,Price Complaint
I want to complain about the cost,Price Complaint
the prices are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the charges beforehand,Price Complaint
the charges of my chicken tikka masala were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu prices do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the cost,Price Complaint
the price are not competitive,Price Complaint
I was not informed about the cost beforehand,Price Complaint
the costs of my meal were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the charges are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the cost of my meal were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the price of my bean burger were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the price are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the price of my roast turkey were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu cost do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the charges are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the cost of my pizza were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the charges are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the charges of my dish were too much,Price Complaint
the prices are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the cost,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the cost,Price Complaint
the charges are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the costs of my pizza were too much,Price Complaint
the prices are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the charges are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the prices of my dish were too much,Price Complaint
the cost are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the prices are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the charges of my meal were too much,Price Complaint
the prices are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the price are not competitive,Price Complaint
I was not informed about the cost beforehand,Price Complaint
the charges of my dish were too much,Price Complaint
the prices are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the prices are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the costs of my food were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the prices are not competitive,Price Complaint
I was not informed about the cost beforehand,Price Complaint
the charges of my chicken tikka masala were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu prices do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the price are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the cost of my bean burger were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the charges are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the prices are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the costs of my dish were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu cost do not match the bill,Price Complaint
I want to complain about the cost,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the prices are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the prices of my chicken tikka masala were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the costs of my bean burger were too much,Price Complaint
the prices are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the cost,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the cost,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the charges of my meal were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the prices are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the price of my food were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu cost do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the charges of my bean burger were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the cost,Price Complaint
the charges are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the costs of my pizza were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu prices do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the charges of my food were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the cost,Price Complaint
the prices are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the charges beforehand,Price Complaint
the prices of my chicken tikka masala were too much,Price Complaint
the cost are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the cost of my food were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the prices are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the costs of my food were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the charges beforehand,Price Complaint
the cost of my dish were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu prices do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the prices are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the charges beforehand,Price Complaint
the prices of my lentil soup were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the price are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the prices of my dish were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu cost do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the prices are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the cost beforehand,Price Complaint
the cost of my dish were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the cost,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the cost,Price Complaint
the price are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the costs of my food were too much,Price Complaint
the cost are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu prices do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the charges are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the prices of my food were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the costs beforehand,Price Complaint
the costs of my roast turkey were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu cost do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the charges are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
the prices are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the prices of my roast turkey were too much,Price Complaint
the cost are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the charges are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the costs of my roast turkey were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the costs,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the charges beforehand,Price Complaint
the prices of my pizza were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu cost do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the cost beforehand,Price Complaint
the prices of my food were too much,Price Complaint
the cost are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu cost do not match the bill,Price Complaint
I want to complain about the prices,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the charges,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the prices of my bean burger were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the costs are not justified for the quality,Price Complaint
I feel cheated by the prices,Price Complaint
